title,author,year,cover_id,work_key,cover_url,description,subjects,content
Understanding the Psychology of Money,Hardy L. LESLIE,2021.0,0.0,/works/OL27909380W,,,,Understanding the Psychology of Money Hardy L. LESLIE  
Forensic Psychology,Joanna Pozzulo,2000.0,10130881.0,/works/OL20826803W,https://covers.openlibrary.org/b/id/10130881-M.jpg,,Forensic psychology,Forensic Psychology Joanna Pozzulo  Forensic psychology
Psychology,Benjamin B. Lahey,1986.0,446074.0,/works/OL3371329W,https://covers.openlibrary.org/b/id/446074-M.jpg,,"Psychology, Textbooks, Psychologie","Psychology Benjamin B. Lahey  Psychology, Textbooks, Psychologie"
Educational Psychology,Edward Lee Thorndike,1970.0,10879289.0,/works/OL24353732W,https://covers.openlibrary.org/b/id/10879289-M.jpg,,,Educational Psychology Edward Lee Thorndike  
Psychology,Gregory J. Feist,2010.0,10258371.0,/works/OL5827438W,https://covers.openlibrary.org/b/id/10258371-M.jpg,"Introduction to psychology -- Conducting research in psychology -- The biology of behaviour -- Sensing and perceiving our world -- Consciousness -- Memory -- Learning -- Language and thought -- Intelligence, problem solving, and creativity -- Human development -- Motivation and emotion -- Stress and health -- Personality: the uniqueness of the individual -- Social behaviour -- Psychological disorders -- Treatment of psychological disorders.","Psychology, Textbooks","Psychology Gregory J. Feist Introduction to psychology -- Conducting research in psychology -- The biology of behaviour -- Sensing and perceiving our world -- Consciousness -- Memory -- Learning -- Language and thought -- Intelligence, problem solving, and creativity -- Human development -- Motivation and emotion -- Stress and health -- Personality: the uniqueness of the individual -- Social behaviour -- Psychological disorders -- Treatment of psychological disorders. Psychology, Textbooks"
Toward a new psychology of women,Jean Baker Miller,1976.0,5427396.0,/works/OL2658742W,https://covers.openlibrary.org/b/id/5427396-M.jpg,Examines traditional masculine and feminine stereotypes and argues for a redefinition and recognition of the creative strengths of women.,"Femininity (Psychology), Psychology, Textbooks, Vrouwen, Psychology textbooks, Psychologie, Humanities textbooks, Femmes, Women, Women -- psychology, Frau, Women, psychology, Identity","Toward a new psychology of women Jean Baker Miller Examines traditional masculine and feminine stereotypes and argues for a redefinition and recognition of the creative strengths of women. Femininity (Psychology), Psychology, Textbooks, Vrouwen, Psychology textbooks, Psychologie, Humanities textbooks, Femmes, Women, Women -- psychology, Frau, Women, psychology, Identity"
Psychology,"Neil R. Carlson, William Buskist, Mary Carlson",1984.0,136937.0,/works/OL1957764W,https://covers.openlibrary.org/b/id/136937-M.jpg,,"Psychology, Textbooks, Psychophysiologie, Psychology textbooks, Psychologie, Humanities textbooks, Neuropsychologie, Guides, manuels","Psychology Neil R. Carlson, William Buskist, Mary Carlson  Psychology, Textbooks, Psychophysiologie, Psychology textbooks, Psychologie, Humanities textbooks, Neuropsychologie, Guides, manuels"
Counselling Psychology,"Nayayana S. Rao, S. Narayana Rao",1981.0,0.0,/works/OL9306311W,,,,"Counselling Psychology Nayayana S. Rao, S. Narayana Rao  "
Social psychology,Robert A. Baron,1974.0,5039522.0,/works/OL24851659W,https://covers.openlibrary.org/b/id/5039522-M.jpg,"The 11th edition of 'Social Psychology' builds on a tradition of excellence that has set the mark for others to follow. Impeccable research, comprehensive coverage and superb writing are the hallmarks of Baron, Byrne & Branscombe's 'Social Psychology'.","Social psychology, Sociale psychologie, Psychosociologie, Méthodologie, Perception sociale, Comportement social, Préjugé, Violence, Relation interpersonnelle, Genre, Einführung, Sozialpsychologie","Social psychology Robert A. Baron The 11th edition of 'Social Psychology' builds on a tradition of excellence that has set the mark for others to follow. Impeccable research, comprehensive coverage and superb writing are the hallmarks of Baron, Byrne & Branscombe's 'Social Psychology'. Social psychology, Sociale psychologie, Psychosociologie, Méthodologie, Perception sociale, Comportement social, Préjugé, Violence, Relation interpersonnelle, Genre, Einführung, Sozialpsychologie"
The standard edition of the complete psychological works of Sigmund Freud,Sigmund Freud,1900.0,5349104.0,/works/OL1069680W,https://covers.openlibrary.org/b/id/5349104-M.jpg,,"Psychoanalysis, Psychiatry, Psychothérapie, Psychoanalyse, Psychanalyse, Bibliographie, Freud, sigmund, 1856-1939, Manners and customs, Fiction","The standard edition of the complete psychological works of Sigmund Freud Sigmund Freud  Psychoanalysis, Psychiatry, Psychothérapie, Psychoanalyse, Psychanalyse, Bibliographie, Freud, sigmund, 1856-1939, Manners and customs, Fiction"
Motivation,Lambert Deckers,2000.0,1144736.0,/works/OL8023880W,https://covers.openlibrary.org/b/id/1144736-M.jpg,,"Motivation (Psychology), Textbooks, Motivation (psychology)","Motivation Lambert Deckers  Motivation (Psychology), Textbooks, Motivation (psychology)"
Biological Psychology,James W. Kalat,1997.0,10190515.0,/works/OL1953913W,https://covers.openlibrary.org/b/id/10190515-M.jpg,,"Neuropsychology, Psychobiology, Textbooks","Biological Psychology James W. Kalat  Neuropsychology, Psychobiology, Textbooks"
Psychology,"Philip G. Zimbardo, Ann L. Weber, Robert L. Johnson",1994.0,137904.0,/works/OL23491W,https://covers.openlibrary.org/b/id/137904-M.jpg,,"Psychology, Textbooks, Psychologie, Einführung","Psychology Philip G. Zimbardo, Ann L. Weber, Robert L. Johnson  Psychology, Textbooks, Psychologie, Einführung"
Experience psychology,"Laura King, Laura A. King",2010.0,12644846.0,/works/OL9761658W,https://covers.openlibrary.org/b/id/12644846-M.jpg,,Psychology,"Experience psychology Laura King, Laura A. King  Psychology"
Abnormal psychology and modern life,James C. Coleman,1950.0,6725342.0,/works/OL2384201W,https://covers.openlibrary.org/b/id/6725342-M.jpg,,"Psychopathology, Textbooks, Psychiatrie, Psychopathologie, Psychothérapie, Mental illness, Psychology textbooks, Humanities textbooks, Psychiatry, Psychology, Pathological, Mental Disorders, Psychotherapy, Pathological Psychology","Abnormal psychology and modern life James C. Coleman  Psychopathology, Textbooks, Psychiatrie, Psychopathologie, Psychothérapie, Mental illness, Psychology textbooks, Humanities textbooks, Psychiatry, Psychology, Pathological, Mental Disorders, Psychotherapy, Pathological Psychology"
Dark Psychology 202,Michael Pace,2017.0,13478713.0,/works/OL32938369W,https://covers.openlibrary.org/b/id/13478713-M.jpg,"You have just picked up the most powerful and life-changing book in the world. By the end of this book, your way of life will be completely different. You will have more power over other people than you ever expected. No one will be able to say no to you. You won’t ever lose a battle or argument again. You will be able to get whatever you want and to change people as you see fit. Basically, this book will make you a God. Are you ready for this kind of power? Dark Psychology 202 is follow up to the hit book Dark Psychology 101. You will learn even more advance techniques for psychological warfare, mind control, manipulation, persuasion, Dark CBT, deception, and seduction than in the first book. This book will catapult you into the amazing realm of control and power over others. No one will be able to stop you now. Whether you use these dark methods for good or evil is up to you. Certainly these methods are not light and they are not jokes. You will have a lot of lethal power by the time you set this book down. So carefully consider how you want to use this power and what your motives are. Life is a game. The better moves you know, the more likely you are to win at it. You can use this book as a play book for how to win at life. Be ruthless and don’t feel guilty for using the power that you gain from Dark Psychology 202. You deserve whatever you desire.",,"Dark Psychology 202 Michael Pace You have just picked up the most powerful and life-changing book in the world. By the end of this book, your way of life will be completely different. You will have more power over other people than you ever expected. No one will be able to say no to you. You won’t ever lose a battle or argument again. You will be able to get whatever you want and to change people as you see fit. Basically, this book will make you a God. Are you ready for this kind of power? Dark Psychology 202 is follow up to the hit book Dark Psychology 101. You will learn even more advance techniques for psychological warfare, mind control, manipulation, persuasion, Dark CBT, deception, and seduction than in the first book. This book will catapult you into the amazing realm of control and power over others. No one will be able to stop you now. Whether you use these dark methods for good or evil is up to you. Certainly these methods are not light and they are not jokes. You will have a lot of lethal power by the time you set this book down. So carefully consider how you want to use this power and what your motives are. Life is a game. The better moves you know, the more likely you are to win at it. You can use this book as a play book for how to win at life. Be ruthless and don’t feel guilty for using the power that you gain from Dark Psychology 202. You deserve whatever you desire. "
Dark Psychology Techniques : Manipulation Techniques in Dark Psychology,Jonathon Hannegan,2021.0,0.0,/works/OL35861971W,,,,Dark Psychology Techniques : Manipulation Techniques in Dark Psychology Jonathon Hannegan  
The Psychology of Winning,Denis Waitley,1979.0,270328.0,/works/OL2410311W,https://covers.openlibrary.org/b/id/270328-M.jpg,,"Self-actualization (Psychology), Success, Psychology","The Psychology of Winning Denis Waitley  Self-actualization (Psychology), Success, Psychology"
Research in psychology,C. James Goodwin,1995.0,1249482.0,/works/OL1816849W,https://covers.openlibrary.org/b/id/1249482-M.jpg,,"Psychology, Experimentele psychologie, Textbooks, Onderzoeksmethoden, Wetenschappelijke technieken, Research, Psychology textbooks, Methodology, Psychologie, Humanities textbooks, Experimental Psychology, 77.04 methods and techniques in psychology: general, Psychology, research, Psychology, experimental, Psychology, methodology, Psychology, study and teaching","Research in psychology C. James Goodwin  Psychology, Experimentele psychologie, Textbooks, Onderzoeksmethoden, Wetenschappelijke technieken, Research, Psychology textbooks, Methodology, Psychologie, Humanities textbooks, Experimental Psychology, 77.04 methods and techniques in psychology: general, Psychology, research, Psychology, experimental, Psychology, methodology, Psychology, study and teaching"
Abnormal psychology,"David H. Barlow, V. Mark Durand",1995.0,363566.0,/works/OL1885798W,https://covers.openlibrary.org/b/id/363566-M.jpg,,"Mental illness, Pathological Psychology, Psychopathology, Mental Disorders, Psychopathologie, Einfuhrung, Maladies mentales, Klinische Psychologie, Psychology, pathological, Textbooks, Mentally Ill Persons, Psychology","Abnormal psychology David H. Barlow, V. Mark Durand  Mental illness, Pathological Psychology, Psychopathology, Mental Disorders, Psychopathologie, Einfuhrung, Maladies mentales, Klinische Psychologie, Psychology, pathological, Textbooks, Mentally Ill Persons, Psychology"
... Trotzdem Ja zum Leben sagen,Viktor E. Frankl,1946.0,8516506.0,/works/OL1268413W,https://covers.openlibrary.org/b/id/8516506-M.jpg,"Psychiatrist Viktor Frankl's memoir has riveted generations of readers with its descriptions of life in Nazi death camps and its lessons for spiritual survival. Based on his own experience and the stories of his patients, Frankl argues that we cannot avoid suffering but we can choose how to cope with it, find meaning in it, and move forward with renewed purpose. At the heart of his theory, known as logotherapy, is a conviction that the primary human drive is not pleasure but the pursuit of what we find meaningful. Man's Search for Meaning has become one of the most influential books in America; it continues to inspire us all to find significance in the very act of living. [**Man’s Search for Meaning pdf**](https://chesserresources.com/doc/mans-search-for-meaning-2/)","Nazi concentration camps, psychotherapy, meaning of life, freedom of choice, kapo, Konzentrationslager, Erlebnisbericht, spirituality, war and conflict, autobiography, Biography, Concentration camps, Existentialism, German Prisoners and prisons, Holocaust, Jewish (1939-1945), Logotherapy, Personal narratives, Prison psychology, Prisoners and prisons, German, Psychological aspects, Psychological aspects of Concentration camps, Psychological aspects of Holocaust, Jewish (1939-1945), Psychologists, World War, 1939-1945, Psychoanalytic Therapy, War, Prisons, Meaning (Psychology), Concentration camp inmates, Camps de concentration, Psychologie, Prisonniers, Logothérapie, Guerre mondiale, 1939-1945, Prisonniers et prisons des Allemands, Existentialisme, Koncentrationsläger, PSYCHOLOGY, Holocaust, 1939-1945, Social Psychology, Counseling, Holocaust, jewish (1939-1945), personal narratives, Holocaust, jewish (1939-1945), psychological aspects, Psychologists, biography, Austria, biography, Frankl, viktor emil, 1905-1997, Jing shen fen xi, Holocaust, Jewish (1939-1945) fast (OCoLC)fst00958866, Fen xi xin li xue, Psychiatrie, Aspect psychologique, Biographies, Recits personnels, Sens (philosophie), Holocauste, 1939-1945, Logotherapie, Psychologues, Psicoterapia, Logoterapia, Existential psychotherapy, Existentiell psykoterapi, Logoterapi, Livets mening, Psykologiska aspekter, Förintelsen, Internal medicine, Shoah, Récits personnels, Nazi concentration camp inmates, Holocausto, judío (1939-1945), Narrativas personales, Aspectos psicológicos, X, Biografía, Significación (Psicología), Biografías, Organization & administration, Existential psychology, Correspondence, Drama, Pathological Psychology, Psychoanalysis and philosophy, Psychiatrists & psychologists - biography, Holocaust - personal narratives, Holocaust biographies, Individual psychologists, Holocaust - study & teaching, Collected Works, Warfare","... Trotzdem Ja zum Leben sagen Viktor E. Frankl Psychiatrist Viktor Frankl's memoir has riveted generations of readers with its descriptions of life in Nazi death camps and its lessons for spiritual survival. Based on his own experience and the stories of his patients, Frankl argues that we cannot avoid suffering but we can choose how to cope with it, find meaning in it, and move forward with renewed purpose. At the heart of his theory, known as logotherapy, is a conviction that the primary human drive is not pleasure but the pursuit of what we find meaningful. Man's Search for Meaning has become one of the most influential books in America; it continues to inspire us all to find significance in the very act of living. [**Man’s Search for Meaning pdf**](https://chesserresources.com/doc/mans-search-for-meaning-2/) Nazi concentration camps, psychotherapy, meaning of life, freedom of choice, kapo, Konzentrationslager, Erlebnisbericht, spirituality, war and conflict, autobiography, Biography, Concentration camps, Existentialism, German Prisoners and prisons, Holocaust, Jewish (1939-1945), Logotherapy, Personal narratives, Prison psychology, Prisoners and prisons, German, Psychological aspects, Psychological aspects of Concentration camps, Psychological aspects of Holocaust, Jewish (1939-1945), Psychologists, World War, 1939-1945, Psychoanalytic Therapy, War, Prisons, Meaning (Psychology), Concentration camp inmates, Camps de concentration, Psychologie, Prisonniers, Logothérapie, Guerre mondiale, 1939-1945, Prisonniers et prisons des Allemands, Existentialisme, Koncentrationsläger, PSYCHOLOGY, Holocaust, 1939-1945, Social Psychology, Counseling, Holocaust, jewish (1939-1945), personal narratives, Holocaust, jewish (1939-1945), psychological aspects, Psychologists, biography, Austria, biography, Frankl, viktor emil, 1905-1997, Jing shen fen xi, Holocaust, Jewish (1939-1945) fast (OCoLC)fst00958866, Fen xi xin li xue, Psychiatrie, Aspect psychologique, Biographies, Recits personnels, Sens (philosophie), Holocauste, 1939-1945, Logotherapie, Psychologues, Psicoterapia, Logoterapia, Existential psychotherapy, Existentiell psykoterapi, Logoterapi, Livets mening, Psykologiska aspekter, Förintelsen, Internal medicine, Shoah, Récits personnels, Nazi concentration camp inmates, Holocausto, judío (1939-1945), Narrativas personales, Aspectos psicológicos, X, Biografía, Significación (Psicología), Biografías, Organization & administration, Existential psychology, Correspondence, Drama, Pathological Psychology, Psychoanalysis and philosophy, Psychiatrists & psychologists - biography, Holocaust - personal narratives, Holocaust biographies, Individual psychologists, Holocaust - study & teaching, Collected Works, Warfare"
Abnormal psychology,"Thomas F. Oltmanns, Robert E. Emery",1995.0,88754.0,/works/OL1943851W,https://covers.openlibrary.org/b/id/88754-M.jpg,,"Mental illness, Pathological Psychology, Psychology, Pathological, Psychopathology, Maladies mentales, Disturbios mentais, Psychopathologie, Psicobiologia, Mental Disorders, Psychology, pathological, Psychology","Abnormal psychology Thomas F. Oltmanns, Robert E. Emery  Mental illness, Pathological Psychology, Psychology, Pathological, Psychopathology, Maladies mentales, Disturbios mentais, Psychopathologie, Psicobiologia, Mental Disorders, Psychology, pathological, Psychology"
Advances in Psychology Research,Alexandra M. Columbus,2008.0,9030896.0,/works/OL20364321W,https://covers.openlibrary.org/b/id/9030896-M.jpg,,"Psychology, research, Psychology, Psychology, methodology","Advances in Psychology Research Alexandra M. Columbus  Psychology, research, Psychology, Psychology, methodology"
Foundations of behavioral research,Fred N. Kerlinger,1964.0,10313116.0,/works/OL58584W,https://covers.openlibrary.org/b/id/10313116-M.jpg,"For the graduate level course in research methods that can be found in either psychology or education departments. This text examines the fundamentals of solving a scientific research problem, focusing on the relationship between the problem and the research design. This edition includes new information about computer statistical software, multivariate statistics, research ethics, and writing research reports in APA style. This book is ideal for graduate students in that it covers statistics, research methodology, and measurement all in one volume. This is a book that graduate students will keep as a reference throughout their careers.","Psychology, Research, Statistical methods, Sociology, Educational psychology, Behavior, Behavioral Sciences, Methods","Foundations of behavioral research Fred N. Kerlinger For the graduate level course in research methods that can be found in either psychology or education departments. This text examines the fundamentals of solving a scientific research problem, focusing on the relationship between the problem and the research design. This edition includes new information about computer statistical software, multivariate statistics, research ethics, and writing research reports in APA style. This book is ideal for graduate students in that it covers statistics, research methodology, and measurement all in one volume. This is a book that graduate students will keep as a reference throughout their careers. Psychology, Research, Statistical methods, Sociology, Educational psychology, Behavior, Behavioral Sciences, Methods"
The Person,Dan P. McAdams,1990.0,4575283.0,/works/OL3352787W,https://covers.openlibrary.org/b/id/4575283-M.jpg,,"Personality, Textbooks, Personlighetspsykologi, Personality development, Personnalité, Psychologie, Persoonlijkheidstheorieën","The Person Dan P. McAdams  Personality, Textbooks, Personlighetspsykologi, Personality development, Personnalité, Psychologie, Persoonlijkheidstheorieën"
Positive psychology,Steve R. Baumgardner,2009.0,5990433.0,/works/OL5491766W,https://covers.openlibrary.org/b/id/5990433-M.jpg,,"Positive psychology, Psychology","Positive psychology Steve R. Baumgardner  Positive psychology, Psychology"
Experimental psychology,Anne Myers,1980.0,14614964.0,/works/OL1732732W,https://covers.openlibrary.org/b/id/14614964-M.jpg,,"Textbooks, Psychology textbooks, Humanities textbooks, Experimental Psychology, Psychology, experimental","Experimental psychology Anne Myers  Textbooks, Psychology textbooks, Humanities textbooks, Experimental Psychology, Psychology, experimental"
Towards a psychology of being.,Abraham H. Maslow,1962.0,9644293.0,/works/OL1807535W,https://covers.openlibrary.org/b/id/9644293-M.jpg,"In this second edition of Toward A Psychology of Being, there is a constant optimistic thrust toward a future based on the intrinsic values of humanity.","Textbooks, Zelfverwerkelijking, Humanistische psychologie, Psychology textbooks, Motivation (Psychology), Humanities textbooks, Humanistic psychology, Motivation (Psychologie), Psychologie humaniste, Personnalité, Personality, Motivation, Einführung, 77.21 humanistic psychology, Ego, Psychology","Towards a psychology of being. Abraham H. Maslow In this second edition of Toward A Psychology of Being, there is a constant optimistic thrust toward a future based on the intrinsic values of humanity. Textbooks, Zelfverwerkelijking, Humanistische psychologie, Psychology textbooks, Motivation (Psychology), Humanities textbooks, Humanistic psychology, Motivation (Psychologie), Psychologie humaniste, Personnalité, Personality, Motivation, Einführung, 77.21 humanistic psychology, Ego, Psychology"
Forty studies that changed psychology,Roger R. Hock,1992.0,86492.0,/works/OL1845342W,https://covers.openlibrary.org/b/id/86492-M.jpg,"""Forty Studies That Changed Psychology explains 40 influential studies of human behavior during psychology's history. Each study includes an overview and history, and presents the theories underlying the research, research design and methods, results, and interpretation of findings. Sections explore the study's significance to the field, and discuss criticism and subsequent research as well as recent applications of the research.""--BOOK JACKET.","History, Psychology, Textbooks, Experiments, Research, Long Now Manual for Civilization, Psychology, history, Psychology, research, Literary collections","Forty studies that changed psychology Roger R. Hock ""Forty Studies That Changed Psychology explains 40 influential studies of human behavior during psychology's history. Each study includes an overview and history, and presents the theories underlying the research, research design and methods, results, and interpretation of findings. Sections explore the study's significance to the field, and discuss criticism and subsequent research as well as recent applications of the research.""--BOOK JACKET. History, Psychology, Textbooks, Experiments, Research, Long Now Manual for Civilization, Psychology, history, Psychology, research, Literary collections"
Gender,Linda Brannon,1995.0,138134.0,/works/OL1804368W,https://covers.openlibrary.org/b/id/138134-M.jpg,"This book provides a balanced approach to gender study- providing research related to both men and women's issues and encouraging critical thinking about topics that are relevant to all people. This book examines the topic of gender - the behaviors and attitudes that relate (but are not entirely congruent with) biological sex. Research and scholarship form the basis of this book, providing the material for a critical review and an attempt at an overall picture of gender from a psychological perspective. To accent the relevance of research findings in vivid detail, Brannon supplements the review of scholarly research with personal, narrative accounts of gender-relevant aspects of people's lives as well as highlights from a cross-cultural perspective of gender. The personal narrative and diversity highlights help to balance the research-based scholarship with the personal experience of gender. For anyone with an interest in gender studies.","Feminist psychology, Gender identity, Psychology, Sex differences (Psychology), Sex role, Textbooks, Women, Sekserol, Sekseverschillen, Sex Characteristics, Psychologische aspecten, Geschlechterrolle, Geschlechtsunterschied, Psychologie, Women, psychology","Gender Linda Brannon This book provides a balanced approach to gender study- providing research related to both men and women's issues and encouraging critical thinking about topics that are relevant to all people. This book examines the topic of gender - the behaviors and attitudes that relate (but are not entirely congruent with) biological sex. Research and scholarship form the basis of this book, providing the material for a critical review and an attempt at an overall picture of gender from a psychological perspective. To accent the relevance of research findings in vivid detail, Brannon supplements the review of scholarly research with personal, narrative accounts of gender-relevant aspects of people's lives as well as highlights from a cross-cultural perspective of gender. The personal narrative and diversity highlights help to balance the research-based scholarship with the personal experience of gender. For anyone with an interest in gender studies. Feminist psychology, Gender identity, Psychology, Sex differences (Psychology), Sex role, Textbooks, Women, Sekserol, Sekseverschillen, Sex Characteristics, Psychologische aspecten, Geschlechterrolle, Geschlechtsunterschied, Psychologie, Women, psychology"
Health psychology,"David F. Marks, Michael Murray, Brian Evans, Carla Willig",1999.0,1517479.0,/works/OL18302136W,https://covers.openlibrary.org/b/id/1517479-M.jpg,,"Health promotion, Health behavior, Clinical health psychology, Psychological aspects, Personal & public health, Philosophy, Health Policy, Applied Psychology, Psychology, Mental Health, Health/Fitness, Psychology & Psychiatry / General, Ethics & Moral Philosophy, Preventive Medicine, Methods, Behavioral Medicine, Risk Factors, Medicine, Health and Fitness, Hälsofrämjande arbete, Hälsobeteende, Case studies","Health psychology David F. Marks, Michael Murray, Brian Evans, Carla Willig  Health promotion, Health behavior, Clinical health psychology, Psychological aspects, Personal & public health, Philosophy, Health Policy, Applied Psychology, Psychology, Mental Health, Health/Fitness, Psychology & Psychiatry / General, Ethics & Moral Philosophy, Preventive Medicine, Methods, Behavioral Medicine, Risk Factors, Medicine, Health and Fitness, Hälsofrämjande arbete, Hälsobeteende, Case studies"
Other people's money,"Donald Ray Cressey, Donald R. Cressey",1953.0,7922093.0,/works/OL6834774W,https://covers.openlibrary.org/b/id/7922093-M.jpg,,Embezzlement,"Other people's money Donald Ray Cressey, Donald R. Cressey  Embezzlement"
Foundations of physiological psychology,Neil R. Carlson,1988.0,3735794.0,/works/OL1957765W,https://covers.openlibrary.org/b/id/3735794-M.jpg,,"Behavior, Nervous system, Physiology, Psychophysiology, Psychophysiologie, Psychophysiology., Nervous System Physiological Phenomena, Physiologische Psychologie, Neurosciences, Literary collections","Foundations of physiological psychology Neil R. Carlson  Behavior, Nervous system, Physiology, Psychophysiology, Psychophysiologie, Psychophysiology., Nervous System Physiological Phenomena, Physiologische Psychologie, Neurosciences, Literary collections"
Manipulation and Dark Psychology : Manipulation and Dark Psychology,Mark Evans,2019.0,13491928.0,/works/OL26802134W,https://covers.openlibrary.org/b/id/13491928-M.jpg,,Psychology,Manipulation and Dark Psychology : Manipulation and Dark Psychology Mark Evans  Psychology
Educational psychology,"John W. Santrock, Santrock",2001.0,63771.0,/works/OL79238W,https://covers.openlibrary.org/b/id/63771-M.jpg,,"Educational psychology, Learning, Psychology of., Motivation in education, Psychology of Learning, Motivation, Motivation en éducation, Unterricht, Schüler, Lernpsychologie, Apprentissage, Psychologie de l', Psychopédagogie, Educational psychology, Education, Cliff's/ Monarch / Barron's Book Notes, Education / Teaching, Book Notes, Study Aids / Book Notes, General, Onderwijspsychologie, Leren, Motivatie, Lehrbuch, Pädagogische Psychologie, Learning, psychology of","Educational psychology John W. Santrock, Santrock  Educational psychology, Learning, Psychology of., Motivation in education, Psychology of Learning, Motivation, Motivation en éducation, Unterricht, Schüler, Lernpsychologie, Apprentissage, Psychologie de l', Psychopédagogie, Educational psychology, Education, Cliff's/ Monarch / Barron's Book Notes, Education / Teaching, Book Notes, Study Aids / Book Notes, General, Onderwijspsychologie, Leren, Motivatie, Lehrbuch, Pädagogische Psychologie, Learning, psychology of"
Psychology and the human dilemma,Rollo May,1967.0,249116.0,/works/OL3955365W,https://covers.openlibrary.org/b/id/249116-M.jpg,"The development of an existential psychology in America is in good part the work of Rollo May. He helped bring existentialism to psychology some fifteen years ago, and since then his impact has increased each year. As he says here, he isn't an existentialist in a cultist sense. In American psychology, the existential approach is part of a wider trend which includes many views"" (Eugene T. Gendlin, Psychology Today). May's psychology is sometimes referred to as humanistic. He is one of the affirmative, ""third force"" American psychologists who are also critical of the society in which we live. Gendlin writes further: ""In. . . Psychology and the Human Dilemma [1966], May offers a wealth of valid and stimulating ideas in a totally engaging and readable fashion. [The human dilemma is that] man is always both an active subject and a passive object "". . . May [says]: ""Only in knowing ourselves as the determined ones are we free. This last sentence and his many similar discussions seem to mean that we can't help what happens, but only what attitude we take toward what happens. In fact, he means more than this---in taking an attitude toward what happens we change what happens."" In late 1968, May was the subject of an article in the New York Times in which he was said to feel that ""one sign that the modern age is dying is that its myths are dying."" We are at present in a ""limbo"" between myths---the situation in which people become disoriented and ""alienated."" ""In the new myths,"" he said, ""I would think that racial variation will be seen as a positive value, that emphasis on one world will replace fragmented nationalism, and that things will be valued more for their intrinsic worth rather than in use---what they can be banked for.","Addresses, essays, lectures, Psychologie, Psychology, Essays, Bewustzijn, 77.11 psychology of consciousness","Psychology and the human dilemma Rollo May The development of an existential psychology in America is in good part the work of Rollo May. He helped bring existentialism to psychology some fifteen years ago, and since then his impact has increased each year. As he says here, he isn't an existentialist in a cultist sense. In American psychology, the existential approach is part of a wider trend which includes many views"" (Eugene T. Gendlin, Psychology Today). May's psychology is sometimes referred to as humanistic. He is one of the affirmative, ""third force"" American psychologists who are also critical of the society in which we live. Gendlin writes further: ""In. . . Psychology and the Human Dilemma [1966], May offers a wealth of valid and stimulating ideas in a totally engaging and readable fashion. [The human dilemma is that] man is always both an active subject and a passive object "". . . May [says]: ""Only in knowing ourselves as the determined ones are we free. This last sentence and his many similar discussions seem to mean that we can't help what happens, but only what attitude we take toward what happens. In fact, he means more than this---in taking an attitude toward what happens we change what happens."" In late 1968, May was the subject of an article in the New York Times in which he was said to feel that ""one sign that the modern age is dying is that its myths are dying."" We are at present in a ""limbo"" between myths---the situation in which people become disoriented and ""alienated."" ""In the new myths,"" he said, ""I would think that racial variation will be seen as a positive value, that emphasis on one world will replace fragmented nationalism, and that things will be valued more for their intrinsic worth rather than in use---what they can be banked for. Addresses, essays, lectures, Psychologie, Psychology, Essays, Bewustzijn, 77.11 psychology of consciousness"
Human Nature and Conduct An Introduction to Social Psychology,"John Dewey, john dewey , John [1859 - 1952] Dewey",1922.0,1788756.0,/works/OL111293W,https://covers.openlibrary.org/b/id/1788756-M.jpg,"nfluential work by the great educator/philosopher maintains that the key to social psychology lies in an understanding of the many varieties of habit; individual mental activity is guided by subordinate factors of impulse and intelligence. His investigation focuses on three main areas of conduct: habit, impulse, and intelligence, with each factor receiving an incisive treatment.","Ethics, Habit, Philosophy, Problems, exercises, Social psychology, Colección Costumbres, Psychologie sociale, Morale, Sozialpsychologie, Conduct of life, Society, Nonfiction","Human Nature and Conduct An Introduction to Social Psychology John Dewey, john dewey , John [1859 - 1952] Dewey nfluential work by the great educator/philosopher maintains that the key to social psychology lies in an understanding of the many varieties of habit; individual mental activity is guided by subordinate factors of impulse and intelligence. His investigation focuses on three main areas of conduct: habit, impulse, and intelligence, with each factor receiving an incisive treatment. Ethics, Habit, Philosophy, Problems, exercises, Social psychology, Colección Costumbres, Psychologie sociale, Morale, Sozialpsychologie, Conduct of life, Society, Nonfiction"
Psychology and life,"Philip G. Zimbardo, Richard J. Gerrig",1976.0,10357001.0,/works/OL23493W,https://covers.openlibrary.org/b/id/10357001-M.jpg,,"Psychology, Textbooks, Psychology textbooks, Humanities textbooks, Life","Psychology and life Philip G. Zimbardo, Richard J. Gerrig  Psychology, Textbooks, Psychology textbooks, Humanities textbooks, Life"
